0.00166667 1 0 1
0.005 1 0 1
0.00833333 1 0 1
0.0116667 1 0 1
0.015 1 0 1
0.0183333 1 0 1
0.0216667 1 0 1
0.025 1 0 1
0.0283333 1 0 1
0.0316667 1 0 1
0.035 1 0 1
0.0383333 1 0 1
0.0416667 1 0 1
0.045 1 0 1
0.0483333 1 0 1
0.0516667 1 0 1
0.055 1 0 1
0.0583333 1 0 1
0.0616667 1 0 1
0.065 1 0 1
0.0683333 1 0 1
0.0716667 1 0 1
0.075 1 0 1
0.0783333 1 0 1
0.0816667 1 0 1
0.085 1 0 1
0.0883333 1 0 1
0.0916667 1 0 1
0.095 1 0 1
0.0983333 1 0 1
0.101667 1 0 1
0.105 1 0 1
0.108333 1 0 1
0.111667 1 0 1
0.115 1 0 1
0.118333 1 0 1
0.121667 1 0 1
0.125 1 0 1
0.128333 1 0 1
0.131667 1 0 1
0.135 1 0 1
0.138333 1 0 1
0.141667 1 0 1
0.145 1 0 1
0.148333 1 0 1
0.151667 1 0 1
0.155 1 0 1
0.158333 1 0 1
0.161667 1 0 1
0.165 1 0 1
0.168333 1 0 1
0.171667 1 0 1
0.175 1 0 1
0.178333 1 0 1
0.181667 1 0 1
0.185 1 0 1
0.188333 1 0 1
0.191667 1 0 1
0.195 1 0 1
0.198333 1 0 1
0.201667 1 0 1
0.205 1 0 1
0.208333 1 0 1
0.211667 1 0 1
0.215 1 0 1
0.218333 1 0 1
0.221667 1 0 1
0.225 1 0 1
0.228333 1 0 1
0.231667 1 0 1
0.235 1 0 1
0.238333 1 0 1
0.241667 1 0 1
0.245 1 0 1
0.248333 1 0 1
0.251667 1 0 1
0.255 1 0 1
0.258333 1 0 1
0.261667 1 0 1
0.265 1 0 1
0.268333 1 0 1
0.271667 1 0 1
0.275 1 0 1
0.278333 1 0 1
0.281667 1 0 1
0.285 1 0 1
0.288333 1 0 1
0.291667 1 0 1
0.295 1 0 1
0.298333 1 0 1
0.301667 1 0 1
0.305 1 0 1
0.308333 1 0 1
0.311667 1 0 1
0.315 1 0 1
0.318333 1 0 1
0.321667 1 0 1
0.325 1 0 1
0.328333 1 0 1
0.331667 1 0 1
0.335 1 0 1
0.338333 1 0 1
0.341667 1 0 1
0.345 1 0 1
0.348333 1 0 1
0.351667 1 0 1
0.355 1 0 1
0.358333 1 0 1
0.361667 1 0 1
0.365 1 0 1
0.368333 1 0 1
0.371667 1 0 1
0.375 0.999976 3.36661e-05 0.999964
0.378333 0.994563 0.00675274 0.992263
0.381667 0.980547 0.0233681 0.972808
0.385 0.96269 0.0448857 0.94814
0.388333 0.943287 0.0687348 0.921501
0.391667 0.923258 0.0937717 0.89424
0.395 0.903096 0.119429 0.867028
0.398333 0.883004 0.145461 0.840143
0.401667 0.86308 0.171737 0.813723
0.405 0.843383 0.198191 0.787845
0.408333 0.823952 0.224782 0.762552
0.411667 0.804809 0.251483 0.737865
0.415 0.785965 0.27827 0.713792
0.418333 0.767427 0.305128 0.690335
0.421667 0.7492 0.332041 0.667492
0.425 0.73129 0.359 0.645258
0.428333 0.713697 0.385999 0.62363
0.431667 0.696424 0.413031 0.602601
0.435 0.679471 0.440091 0.582165
0.438333 0.66284 0.467171 0.562314
0.441667 0.646531 0.494261 0.543039
0.445 0.630543 0.521353 0.524333
0.448333 0.614879 0.548434 0.506187
0.451667 0.599538 0.57549 0.488595
0.455 0.584525 0.602508 0.471553
0.458333 0.569844 0.629472 0.455055
0.461667 0.555496 0.656368 0.439096
